"Class_Id","Class_Name","Class_FullName","Class_FID","Class_parentID","Class_Dept","Class_State","Class_Postcode","Class_Type","Class_Node","Coordinates","Class_ShortName","Class_MapCode"
"1","地域分类","地域分类",,"0","0","1",,"0","0","0","地域分类",
"2","北京市","北京市","2","0","3","1",,"1","1","116.46,39.92","北京","110000"
"3","天津市","天津市","3","0","3","1",,"1","1","117.2,39.13","天津","120000"
"4","河北省","河北省","4","0","3","1",,"2","1","115.661434,38.61384","河北","130000"
"5","山西省","山西省","5","0","3","1",,"2","1","112.515496,37.866566","山西","140000"
"6","内蒙古自治区","内蒙古自治区","6","0","3","1",,"3","1","114.415868,43.468238","内蒙古","150000"
"7","辽宁省","辽宁省","7","0","3","1",,"2","1","122.753592,41.6216","辽宁","210000"
"8","吉林省","吉林省","8","0","3","1",,"2","1","126.262876,43.678846","吉林","220000"
"9","黑龙江省","黑龙江省","9","0","3","1",,"2","1","128.047414,47.356592","黑龙江","230000"
"10","上海市","上海市","10","0","3","1",,"1","1","121.48,31.22","上海","310000"
"11","江苏省","江苏省","11","0","3","1",,"2","1","119.368489,33.013797","江苏","320000"
"12","浙江省","浙江省","12","0","3","1",,"2","1","119.957202,29.159494","浙江","330000"
"13","安徽省","安徽省","13","0","3","1",,"2","1","117.216005,31.859252","安徽","340000"
"14","福建省","福建省","14","0","3","1",,"2","1","117.984943,26.050118","福建","350000"
"15","江西省","江西省","15","0","3","1",,"2","1","115.676082,27.757258","江西","360000"
"16","山东省","山东省","16","0","3","1",,"2","1","118.527663,36.09929","山东","370000"
"17","河南省","河南省","17","0","3","1",,"2","1","113.486804,34.157184","河南","410000"
"18","湖北省","湖北省","18","0","3","1",,"2","1","112.410562,31.209316","湖北","420000"
"19","湖南省","湖南省","19","0","3","1",,"2","1","111.720664,27.695864","湖南","430000"
"20","广东省","广东省","20","0","3","1",,"2","1","113.394818,23.408004","广东","440000"
"21","广西壮族自治区","广西壮族自治区","21","0","3","1",,"3","1","108.924274,23.552255","广西","450000"
"22","海南省","海南省","22","0","3","1",,"2","1","109.733755,19.180501","海南","460000"
"23","重庆市","重庆市","23","0","3","1",,"1","1","106.54,29.59","重庆","500000"
"24","四川省","四川省","24","0","3","1",,"2","1","102.89916,30.367481","四川","510000"
"25","贵州省","贵州省","25","0","3","1",,"2","1","106.734996,26.902826","贵州","520000"
"26","云南省","云南省","26","0","3","1",,"2","1","101.592952,24.864213","云南","530000"
"27","西藏自治区","西藏自治区","27","0","3","1",,"3","1","89.137982,31.367315","西藏","540000"
"28","陕西省","陕西省","28","0","3","1",,"2","1","109.503789,35.860026","陕西","610000"
"29","甘肃省","甘肃省","29","0","3","1",,"2","1","102.457625,38.103267","甘肃","620000"
"30","青海省","青海省","30","0","3","1",,"2","1","96.202544,35.499761","青海","630000"
"31","宁夏回族自治区","宁夏回族自治区","31","0","3","1",,"3","1","106.155481,37.321323","宁夏","640000"
"32","新疆维吾尔自治区","新疆维吾尔自治区","32","0","3","1",,"3","1","85.614899,42.127001","新疆","650000"
"33","香港特别行政区","香港特别行政区","33","0","3","1",,"4","1","114.186124,22.293586","香港","810000"
"34","澳门特别行政区","澳门特别行政区","34","0","3","1",,"4","1","113.557519,22.204118","澳门","820000"
"35","台湾省","台湾省","35","0","3","1",,"4","1",,"台湾","710000"
"38","石家庄市","河北省石家庄市","4,38","4","2","1","050000","2","1","114.48,38.03","石家庄市","130100"
"39","唐山市","河北省唐山市","4,39","4","2","1","063000","2","1","118.02,39.63","唐山市","130200"
"40","秦皇岛市","河北省秦皇岛市","4,40","4","2","1","066000","2","1","119.57,39.95","秦皇岛市","130300"
"41","邯郸市","河北省邯郸市","4,41","4","2","1","056000","2","1","114.47,36.6","邯郸市","130400"
"42","邢台市","河北省邢台市","4,42","4","2","1","054000","2","1","114.48,37.05","邢台市","130500"
"43","保定市","河北省保定市","4,43","4","2","1","071000","2","1","115.48,38.85","保定市","130600"
"44","张家口市","河北省张家口市","4,44","4","2","1","075000","2","1","114.87,40.82","张家口市","130700"
"45","承德市","河北省承德市","4,45","4","2","1","067000","2","1","117.93,40.97","承德市","130800"
"46","沧州市","河北省沧州市","4,46","4","2","1","061000","2","1","116.83,38.33","沧州市","130900"
"47","廊坊市","河北省廊坊市","4,47","4","2","1","065000","2","1","116.7,39.53","廊坊市","131000"
"48","衡水市","河北省衡水市","4,48","4","2","1","053000","2","1","115.72,37.72","衡水市","131100"
"49","太原市","山西省太原市","5,49","5","2","1","030000","2","1","112.53,37.87","太原市","140100"
"50","大同市","山西省大同市","5,50","5","2","1","037000","2","1","113.3,40.12","大同市","140200"
"51","阳泉市","山西省阳泉市","5,51","5","2","1","045000","2","1","113.57,37.85","阳泉市","140300"
"52","长治市","山西省长治市","5,52","5","2","1","046000","2","1","113.08,36.18","长治市","140400"
"53","晋城市","山西省晋城市","5,53","5","2","1","048000","2","1","112.867333,35.499834","晋城市","140500"
"54","朔州市","山西省朔州市","5,54","5","2","1","036000","2","1","112.479928,39.337672","朔州市","140600"
"55","晋中市","山西省晋中市","5,55","5","2","1","030600","2","1","112.738514,37.693362","晋中市","140700"
"56","运城市","山西省运城市","5,56","5","2","1","044000","2","1","111.006854,35.038859","运城市","140800"
"57","忻州市","山西省忻州市","5,57","5","2","1","034000","2","1","112.727939,38.461031","忻州市","140900"
"58","临汾市","山西省临汾市","5,58","5","2","1","041000","2","1","111.5,36.08","临汾市","141000"
"59","吕梁市","山西省吕梁市","5,59","5","2","1","030500","2","1","111.143157,37.527316","吕梁市","141100"
"60","呼和浩特市","内蒙古自治区呼和浩特市","6,60","6","2","1","010000","3","1","111.65,40.82","呼和浩特市","150100"
"61","包头市","内蒙古自治区包头市","6,61","6","2","1","014000","3","1","110,40.58","包头市","150200"
"62","乌海市","内蒙古自治区乌海市","6,62","6","2","1","016000","3","1","106.831999,39.683177","乌海市","150300"
"63","赤峰市","内蒙古自治区赤峰市","6,63","6","2","1","024000","3","1","118.87,42.28","赤峰市","150400"
"64","通辽市","内蒙古自治区通辽市","6,64","6","2","1","028000","3","1","122.260363,43.633756","通辽市","150500"
"65","鄂尔多斯市","内蒙古自治区鄂尔多斯市","6,65","6","2","1","010300","3","1","109.781327,39.608266","鄂尔多斯市","150600"
"66","呼伦贝尔市","内蒙古自治区呼伦贝尔市","6,66","6","2","1","021000","3","1","119.760822,49.201636","呼伦贝尔市","150700"
"67","巴彦淖尔市","内蒙古自治区巴彦淖尔市","6,67","6","2","1","014400","3","1","107.423807,40.76918","巴彦淖尔市","150800"
"68","乌兰察布市","内蒙古自治区乌兰察布市","6,68","6","2","1","011800","3","1","113.112846,41.022363","乌兰察布市","150900"
"69","兴安盟","内蒙古自治区兴安盟","6,69","6","2","1","137500","3","1","122.048167,46.083757","兴安盟","152200"
"70","锡林郭勒盟","内蒙古自治区锡林郭勒盟","6,70","6","2","1","011100","3","1","116.02734,43.939705","锡林郭勒盟","152500"
"71","阿拉善盟","内蒙古自治区阿拉善盟","6,71","6","2","1","016000","3","1","105.695683,38.843075","阿拉善盟","152900"
"72","沈阳市","辽宁省沈阳市","7,72","7","2","1","110000","2","1","123.38,41.8","沈阳市","210100"
"73","大连市","辽宁省大连市","7,73","7","2","1","116000","2","1","121.62,38.92","大连市","210200"
"74","鞍山市","辽宁省鞍山市","7,74","7","2","1","114000","2","1","122.85,41.12","鞍山市","210300"
"75","抚顺市","辽宁省抚顺市","7,75","7","2","1","113000","2","1","123.97,41.97","抚顺市","210400"
"76","本溪市","辽宁省本溪市","7,76","7","2","1","117000","2","1","123.73,41.3","本溪市","210500"
"77","丹东市","辽宁省丹东市","7,77","7","2","1","118000","2","1","124.37,40.13","丹东市","210600"
"78","锦州市","辽宁省锦州市","7,78","7","2","1","121000","2","1","121.15,41.13","锦州市","210700"
"79","营口市","辽宁省营口市","7,79","7","2","1","115000","2","1","122.18,40.65","营口市","210800"
"80","阜新市","辽宁省阜新市","7,80","7","2","1","123000","2","1","121.660822,42.01925","阜新市","210900"
"81","辽阳市","辽宁省辽阳市","7,81","7","2","1","111000","2","1","123.172451,41.273339","辽阳市","211000"
"82","盘锦市","辽宁省盘锦市","7,82","7","2","1","124000","2","1","122.070714,41.119997","盘锦市","211100"
"83","铁岭市","辽宁省铁岭市","7,83","7","2","1","112000","2","1","123.85485,42.299757","铁岭市","211200"
"84","朝阳市","辽宁省朝阳市","7,84","7","2","1","122000","2","1","120.446163,41.571828","朝阳市","211300"
"85","葫芦岛市","辽宁省葫芦岛市","7,85","7","2","1","125000","2","1","120.836932,40.711052","葫芦岛市","211400"
"86","长春市","吉林省长春市","8,86","8","2","1","130000","2","1","125.35,43.88","长春市","220100"
"87","吉林市","吉林省吉林市","8,87","8","2","1","132000","2","1","126.57,43.87","吉林市","220200"
"88","四平市","吉林省四平市","8,88","8","2","1","136000","2","1","124.391382,43.175525","四平市","220300"
"89","辽源市","吉林省辽源市","8,89","8","2","1","136200","2","1","125.133686,42.923303","辽源市","220400"
"90","通化市","吉林省通化市","8,90","8","2","1","134000","2","1","125.94265,41.736397","通化市","220500"
"91","白山市","吉林省白山市","8,91","8","2","1","134300","2","1","126.435798,41.945859","白山市","220600"
"92","松原市","吉林省松原市","8,92","8","2","1","131100","2","1","124.832995,45.136049","松原市","220700"
"93","白城市","吉林省白城市","8,93","8","2","1","137000","2","1","122.840777,45.621086","白城市","220800"
"94","延边朝鲜族自治州","吉林省延边朝鲜族自治州","8,94","8","2","1","133000","2","1","129.485902,42.896414","延边朝鲜族自治州","222400"
"95","哈尔滨市","黑龙江省哈尔滨市","9,95","9","2","1","150000","2","1","126.63,45.75","哈尔滨市","230100"
"96","齐齐哈尔市","黑龙江省齐齐哈尔市","9,96","9","2","1","161000","2","1","123.97,47.33","齐齐哈尔市","230200"
"97","鸡西市","黑龙江省鸡西市","9,97","9","2","1","158100","2","1","130.941767,45.32154","鸡西市","230300"
"98","鹤岗市","黑龙江省鹤岗市","9,98","9","2","1","154100","2","1","130.292472,47.338666","鹤岗市","230400"
"99","双鸭山市","黑龙江省双鸭山市","9,99","9","2","1","155100","2","1","131.171402,46.655102","双鸭山市","230500"
"100","大庆市","黑龙江省大庆市","9,100","9","2","1","163000","2","1","125.03,46.58]","大庆市","230600"
"101","伊春市","黑龙江省伊春市","9,101","9","2","1","152300","2","1","128.910766,47.734685","伊春市","230700"
"102","佳木斯市","黑龙江省佳木斯市","9,102","9","2","1","154000","2","1","130.284735,46.81378","佳木斯市","230800"
"103","七台河市","黑龙江省七台河市","9,103","9","2","1","154600","2","1","131.019048,45.775005","七台河市","230900"
"104","牡丹江市","黑龙江省牡丹江市","9,104","9","2","1","157000","2","1","129.58,44.6","牡丹江市","231000"
"105","黑河市","黑龙江省黑河市","9,105","9","2","1","164300","2","1","127.50083,50.25069","黑河市","231100"
"106","绥化市","黑龙江省绥化市","9,106","9","2","1","152000","2","1","126.989095,46.646064","绥化市","231200"
"107","大兴安岭地区","黑龙江省大兴安岭地区","9,107","9","2","1","165000","2","1","124.196104,51.991789","大兴安岭地区","232700"
"109","南京市","江苏省南京市","11,109","11","2","1","210000","2","1","118.78,32.04","南京市","320100"
"110","无锡市","江苏省无锡市","11,110","11","2","1","214000","2","1","120.29,31.59","无锡市","320200"
"111","徐州市","江苏省徐州市","11,111","11","2","1","221000","2","1","117.2,34.26","徐州市","320300"
"112","常州市","江苏省常州市","11,112","11","2","1","213000","2","1","119.95,31.79","常州市","320400"
"113","苏州市","江苏省苏州市","11,113","11","2","1","215000","2","1","120.62,31.32","苏州市","320500"
"114","南通市","江苏省南通市","11,114","11","2","1","226000","2","1","121.05,32.08","南通市","320600"
"115","连云港市","江苏省连云港市","11,115","11","2","1","222000","2","1","119.16,34.59","连云港市","320700"
"116","淮安市","江苏省淮安市","11,116","11","2","1","223200","2","1","119.15,33.5","淮安市","320800"
"117","盐城市","江苏省盐城市","11,117","11","2","1","224000","2","1","120.13,33.38","盐城市","320900"
"118","扬州市","江苏省扬州市","11,118","11","2","1","225000","2","1","119.42,32.39","扬州市","321000"
"119","镇江市","江苏省镇江市","11,119","11","2","1","212000","2","1","119.44,32.2","镇江市","321100"
"120","泰州市","江苏省泰州市","11,120","11","2","1","225300","2","1","119.9,32.49","泰州市","321200"
"121","宿迁市","江苏省宿迁市","11,121","11","2","1","223800","2","1","118.3,33.96","宿迁市","321300"
"122","杭州市","浙江省杭州市","12,122","12","2","1","310000","2","1","120.19,30.26","杭州市","330100"
"123","宁波市","浙江省宁波市","12,123","12","2","1","315000","2","1","121.56,29.86","宁波市","330200"
"124","温州市","浙江省温州市","12,124","12","2","1","325000","2","1","120.65,28.01","温州市","330300"
"125","嘉兴市","浙江省嘉兴市","12,125","12","2","1","314000","2","1","120.76,30.77","嘉兴市","330400"
"126","湖州市","浙江省湖州市","12,126","12","2","1","313000","2","1","120.1,30.86","湖州市","330500"
"127","绍兴市","浙江省绍兴市","12,127","12","2","1","312000","2","1","120.58,30.01","绍兴市","330600"
"128","金华市","浙江省金华市","12,128","12","2","1","321000","2","1","119.64,29.12","金华市","330700"
"129","衢州市","浙江省衢州市","12,129","12","2","1","324000","2","1","118.88,28.97","衢州市","330800"
"130","舟山市","浙江省舟山市","12,130","12","2","1","316000","2","1","122.207216,29.985295","舟山市","330900"
"131","台州市","浙江省台州市","12,131","12","2","1","318000","2","1","121.420757,28.656386","台州市","331000"
"132","丽水市","浙江省丽水市","12,132","12","2","1","323000","2","1","119.92,28.45","丽水市","331100"
"133","合肥市","安徽省合肥市","13,133","13","2","1","230000","2","1","117.27,31.86","合肥市","340100"
"134","芜湖市","安徽省芜湖市","13,134","13","2","1","241000","2","1","118.38,31.33","芜湖市","340200"
"135","蚌埠市","安徽省蚌埠市","13,135","13","2","1","233000","2","1","117.35708,32.929499","蚌埠市","340300"
"136","淮南市","安徽省淮南市","13,136","13","2","1","232000","2","1","117.018639,32.642812","淮南市","340400"
"137","马鞍山市","安徽省马鞍山市","13,137","13","2","1","243000","2","1","118.48,31.56","马鞍山市","340500"
"138","淮北市","安徽省淮北市","13,138","13","2","1","235000","2","1","116.791447,33.960023","淮北市","340600"
"139","铜陵市","安徽省铜陵市","13,139","13","2","1","244000","2","1","117.8121,30.9454","铜陵市","340700"
"140","安庆市","安徽省安庆市","13,140","13","2","1","246000","2","1","117.058739,30.537898","安庆市","340800"
"141","黄山市","安徽省黄山市","13,141","13","2","1","242700","2","1","118.29357,29.734435","黄山市","341000"
"142","滁州市","安徽省滁州市","13,142","13","2","1","239000","2","1","118.32457,32.317351","滁州市","341100"
"143","阜阳市","安徽省阜阳市","13,143","13","2","1","236100","2","1","115.820932,32.901211","阜阳市","341200"
"144","宿州市","安徽省宿州市","13,144","13","2","1","234100","2","1","116.988692,33.636772","宿州市","341300"
"146","六安市","安徽省六安市","13,146","13","2","1","237000","2","1","116.505253,31.755558","六安市","341500"
"147","亳州市","安徽省亳州市","13,147","13","2","1","236800","2","1","115.787928,33.871211","亳州市","341600"
"148","池州市","安徽省池州市","13,148","13","2","1","247100","2","1","117.494477,30.660019","池州市","341700"
"149","宣城市","安徽省宣城市","13,149","13","2","1","366000","2","1","118.752096,30.951642","宣城市","341800"
"150","福州市","福建省福州市","14,150","14","2","1","350000","2","1","119.3,26.08","福州市","350100"
"151","厦门市","福建省厦门市","14,151","14","2","1","361000","2","1","118.1,24.46","厦门市","350200"
"152","莆田市","福建省莆田市","14,152","14","2","1","351100","2","1","119.077731,25.44845","莆田市","350300"
"153","三明市","福建省三明市","14,153","14","2","1","365000","2","1","117.642194,26.270835","三明市","350400"
"154","泉州市","福建省泉州市","14,154","14","2","1","362000","2","1","118.58,24.93","泉州市","350500"
"155","漳州市","福建省漳州市","14,155","14","2","1","363000","2","1","117.676205,24.517065","漳州市","350600"
"156","南平市","福建省南平市","14,156","14","2","1","353000","2","1","118.181883,26.643626","南平市","350700"
"157","龙岩市","福建省龙岩市","14,157","14","2","1","364000","2","1","117.017997,25.078685","龙岩市","350800"
"158","宁德市","福建省宁德市","14,158","14","2","1","352100","2","1","119.542082,26.656527","宁德市","350900"
"159","南昌市","江西省南昌市","15,159","15","2","1","330000","2","1","115.89,28.68","南昌市","360100"
"160","景德镇市","江西省景德镇市","15,160","15","2","1","333000","2","1","117.186523,29.303563","景德镇市","360200"
"161","萍乡市","江西省萍乡市","15,161","15","2","1","337000","2","1","113.859917,27.639544","萍乡市","360300"
"162","九江市","江西省九江市","15,162","15","2","1","332000","2","1","115.97,29.71","九江市","360400"
"163","新余市","江西省新余市","15,163","15","2","1","338000","2","1","114.947117,27.822322","新余市","360500"
"164","鹰潭市","江西省鹰潭市","15,164","15","2","1","335000","2","1","117.03545,28.24131","鹰潭市","360600"
"165","赣州市","江西省赣州市","15,165","15","2","1","341000","2","1","114.935909,25.845296","赣州市","360700"
"166","吉安市","江西省吉安市","15,166","15","2","1","343000","2","1","114.992039,27.113848","吉安市","360800"
"167","宜春市","江西省宜春市","15,167","15","2","1","336000","2","1","114.400039,27.81113","宜春市","360900"
"168","抚州市","江西省抚州市","15,168","15","2","1","332900","2","1","116.360919,27.954545","抚州市","361000"
"169","上饶市","江西省上饶市","15,169","15","2","1","334000","2","1","117.955464,28.457623","上饶市","361100"
"170","济南市","山东省济南市","16,170","16","2","1","250000","2","1","117,36.65","济南市","370100"
"171","青岛市","山东省青岛市","16,171","16","2","1","266000","2","1","120.33,36.07","青岛市","370200"
"172","淄博市","山东省淄博市","16,172","16","2","1","255000","2","1","118.05,36.78","淄博市","370300"
"173","枣庄市","山东省枣庄市","16,173","16","2","1","277100","2","1","117.57,34.86","枣庄市","370400"
"174","东营市","山东省东营市","16,174","16","2","1","257000","2","1","118.49,37.46","东营市","370500"
"175","烟台市","山东省烟台市","16,175","16","2","1","264000","2","1","121.39,37.52","烟台市","370600"
"176","潍坊市","山东省潍坊市","16,176","16","2","1","261000","2","1","119.1,36.62","潍坊市","370700"
"177","济宁市","山东省济宁市","16,177","16","2","1","272100","2","1","116.59,35.38","济宁市","370800"
"178","泰安市","山东省泰安市","16,178","16","2","1","271000","2","1","117.13,36.18","泰安市","370900"
"179","威海市","山东省威海市","16,179","16","2","1","265700","2","1","122.1,37.5","威海市","371000"
"180","日照市","山东省日照市","16,180","16","2","1","276800","2","1","119.46,35.42","日照市","371100"
"181","莱芜市","山东省莱芜市","16,181","16","2","1","271100","2","1","117.67,36.19","莱芜市","371200"
"182","临沂市","山东省临沂市","16,182","16","2","1","276000","2","1","118.35,35.05","临沂市","371300"
"183","德州市","山东省德州市","16,183","16","2","1","253000","2","1","116.29,37.45","德州市","371400"
"184","聊城市","山东省聊城市","16,184","16","2","1","252000","2","1","115.97,36.45","聊城市","371500"
"185","滨州市","山东省滨州市","16,185","16","2","1","256600","2","1","118.03,37.36","滨州市","371600"
"186","菏泽市","山东省菏泽市","16,186","16","2","1","255000","2","1","119.293879,26.071112","菏泽市","371700"
"187","郑州市","河南省郑州市","17,187","17","2","1","450000","2","1","113.65,34.76","郑州市","410100"
"188","开封市","河南省开封市","17,188","17","2","1","475000","2","1","114.35,34.79","开封市","410200"
"189","洛阳市","河南省洛阳市","17,189","17","2","1","471000","2","1","112.44,34.7","洛阳市","410300"
"190","平顶山市","河南省平顶山市","17,190","17","2","1","467000","2","1","113.29,33.75","平顶山市","410400"
"191","安阳市","河南省安阳市","17,191","17","2","1","454900","2","1","114.35,36.1","安阳市","410500"
"192","鹤壁市","河南省鹤壁市","17,192","17","2","1","456600","2","1","114.29777,35.755426","鹤壁市","410600"
"193","新乡市","河南省新乡市","17,193","17","2","1","453000","2","1","113.9268,35.3030","新乡市","410700"
"194","焦作市","河南省焦作市","17,194","17","2","1","454100","2","1","113.21,35.24","焦作市","410800"
"195","濮阳市","河南省濮阳市","17,195","17","2","1","457000","2","1","115.026627,35.753298","濮阳市","410900"
"196","许昌市","河南省许昌市","17,196","17","2","1","461000","2","1","113.835312,34.02674","许昌市","411000"
"197","漯河市","河南省漯河市","17,197","17","2","1","462000","2","1","114.046061,33.576279","漯河市","411100"
"198","三门峡市","河南省三门峡市","17,198","17","2","1","472000","2","1","111.19,34.76","三门峡市","411200"
"199","南阳市","河南省南阳市","17,199","17","2","1","473000","2","1","112.5283,32.9908","南阳市","411300"
"200","商丘市","河南省商丘市","17,200","17","2","1","476000","2","1","115.641886,34.438589","商丘市","411400"
"201","信阳市","河南省信阳市","17,201","17","2","1","464000","2","1","114.0913,32.1470","信阳市","411500"
"202","周口市","河南省周口市","17,202","17","2","1","466000","2","1","114.654102,33.623741","周口市","411600"
"203","驻马店市","河南省驻马店市","17,203","17","2","1","463000","2","1","114.049154,32.983158","驻马店市","411700"
"204","武汉市","湖北省武汉市","18,204","18","2","1","430000","2","1","114.31,30.52","武汉市","420100"
"205","黄石市","湖北省黄石市","18,205","18","2","1","435000","2","1","115.050683,30.216127","黄石市","420200"
"206","十堰市","湖北省十堰市","18,206","18","2","1","442000","2","1","110.801229,32.636994","十堰市","420300"
"207","宜昌市","湖北省宜昌市","18,207","18","2","1","443000","2","1","111.3,30.7","宜昌市","420500"
"208","襄阳市","湖北省襄阳市","18,208","18","2","1","441000","2","1","112.250093,32.229169","襄阳市","420600"
"209","鄂州市","湖北省鄂州市","18,209","18","2","1","436000","2","1","114.895594,30.384439","鄂州市","420700"
"210","荆门市","湖北省荆门市","18,210","18","2","1","448000","2","1","112.21733,31.042611","荆门市","420800"
"211","孝感市","湖北省孝感市","18,211","18","2","1","432100","2","1","113.935734,30.927955","孝感市","420900"
"212","荆州市","湖北省荆州市","18,212","18","2","1","434000","2","1","112.239741,30.335165","荆州市","421000"
"213","黄冈市","湖北省黄冈市","18,213","18","2","1","438000","2","1","114.906618,30.446109","黄冈市","421100"
"214","咸宁市","湖北省咸宁市","18,214","18","2","1","437000","2","1","114.300061,29.880657","咸宁市","421200"
"215","随州市","湖北省随州市","18,215","18","2","1","441300","2","1","113.379358,31.717858","随州市","421300"
"216","恩施土家族苗族自治州","湖北省恩施土家族苗族自治州","18,216","18","2","1","445000","2","1","109.491923,30.285888","恩施土家族苗族自治州","422800"
"218","长沙市","湖南省长沙市","19,218","19","2","1","410000","2","1","113,28.21","长沙市","430100"
"219","株洲市","湖南省株洲市","19,219","19","2","1","412000","2","1","113.16,27.83","株洲市","430200"
"220","湘潭市","湖南省湘潭市","19,220","19","2","1","411100","2","1","112.91,27.87","湘潭市","430300"
"221","衡阳市","湖南省衡阳市","19,221","19","2","1","421000","2","1","112.583819,26.898164","衡阳市","430400"
"222","邵阳市","湖南省邵阳市","19,222","19","2","1","422000","2","1","111.461525,27.236811","邵阳市","430500"
"223","岳阳市","湖南省岳阳市","19,223","19","2","1","414000","2","1","113.09,29.37","岳阳市","430600"
"224","常德市","湖南省常德市","19,224","19","2","1","415000","2","1","111.69,29.05","常德市","430700"
"225","张家界市","湖南省张家界市","19,225","19","2","1","427000","2","1","110.479191,29.117096","张家界市","430800"
"226","益阳市","湖南省益阳市","19,226","19","2","1","413000","2","1","112.366547,28.588088","益阳市","430900"
"227","郴州市","湖南省郴州市","19,227","19","2","1","423000","2","1","113.037704,25.782264","郴州市","431000"
"228","永州市","湖南省永州市","19,228","19","2","1","425000","2","1","111.614648,26.435972","永州市","431100"
"229","怀化市","湖南省怀化市","19,229","19","2","1","418000","2","1","109.9985,27.5550","怀化市","431200"
"230","娄底市","湖南省娄底市","19,230","19","2","1","417000","2","1","111.996396,27.741073","娄底市","431300"
"231","湘西土家族苗族自治州","湖南省湘西土家族苗族自治州","19,231","19","2","1","416000","2","1","109.745746,28.317951","湘西土家族苗族自治州","433100"
"232","广州市","广东省广州市","20,232","20","2","1","510000","2","1","113.23,23.16","广州市","440100"
"233","韶关市","广东省韶关市","20,233","20","2","1","521000","2","1","113.62,24.84","韶关市","440200"
"234","深圳市","广东省深圳市","20,234","20","2","1","518000","2","1","114.07,22.62","深圳市","440300"
"235","珠海市","广东省珠海市","20,235","20","2","1","519000","2","1","113.52,22.3","珠海市","440400"
"236","汕头市","广东省汕头市","20,236","20","2","1","515000","2","1","116.69,23.39","汕头市","440500"
"237","佛山市","广东省佛山市","20,237","20","2","1","528000","2","1","113.11,23.05","佛山市","440600"
"238","江门市","广东省江门市","20,238","20","2","1","529000","2","1","113.06,22.61","江门市","440700"
"239","湛江市","广东省湛江市","20,239","20","2","1","524000","2","1","110.359377,21.270708","湛江市","440800"
"240","茂名市","广东省茂名市","20,240","20","2","1","525000","2","1","110.88,21.68","茂名市","440900"
"241","肇庆市","广东省肇庆市","20,241","20","2","1","526000","2","1","112.44,23.05","肇庆市","441200"
"242","惠州市","广东省惠州市","20,242","20","2","1","516000","2","1","114.4,23.09","惠州市","441300"
"243","梅州市","广东省梅州市","20,243","20","2","1","514000","2","1","116.1,24.55","梅州市","441400"
"244","汕尾市","广东省汕尾市","20,244","20","2","1","516600","2","1","115.375279,22.786211","汕尾市","441500"
"245","河源市","广东省河源市","20,245","20","2","1","517000","2","1","114.68,23.73","河源市","441600"
"246","阳江市","广东省阳江市","20,246","20","2","1","529500","2","1","111.95,21.85","阳江市","441700"
"247","清远市","广东省清远市","20,247","20","2","1","511500","2","1","113.01,23.7","清远市","441800"
"248","东莞市","广东省东莞市","20,248","20","2","1","511700","2","1","113.75,23.04","东莞市","441900"
"249","中山市","广东省中山市","20,249","20","2","1","528400","2","1","113.38,22.52","中山市","442000"
"250","潮州市","广东省潮州市","20,250","20","2","1","515600","2","1","116.63,23.68","潮州市","445100"
"251","揭阳市","广东省揭阳市","20,251","20","2","1","522000","2","1","116.35,23.55","揭阳市","445200"
"252","云浮市","广东省云浮市","20,252","20","2","1","527300","2","1","112.02,22.93","云浮市","445300"
"253","南宁市","广西壮族自治区南宁市","21,253","21","2","1","530000","3","1","108.33,22.84","南宁市","450100"
"254","柳州市","广西壮族自治区柳州市","21,254","21","2","1","545000","3","1","109.4,24.33","柳州市","450200"
"255","桂林市","广西壮族自治区桂林市","21,255","21","2","1","541000","3","1","110.28,25.29","桂林市","450300"
"256","梧州市","广西壮族自治区梧州市","21,256","21","2","1","543000","3","1","111.305472,23.485395","梧州市","450400"
"257","北海市","广西壮族自治区北海市","21,257","21","2","1","536000","3","1","109.12,21.49","北海市","450500"
"258","防城港市","广西壮族自治区防城港市","21,258","21","2","1","538000","3","1","108.351791,21.617398","防城港市","450600"
"259","钦州市","广西壮族自治区钦州市","21,259","21","2","1","535000","3","1","108.638798,21.97335","钦州市","450700"
"260","贵港市","广西壮族自治区贵港市","21,260","21","2","1","537100","3","1","109.613708,23.103373","贵港市","450800"
"261","玉林市","广西壮族自治区玉林市","21,261","21","2","1","537000","3","1","110.151676,22.643974","玉林市","450900"
"262","百色市","广西壮族自治区百色市","21,262","21","2","1","533000","3","1","106.631821,23.901512","百色市","451000"
"263","贺州市","广西壮族自治区贺州市","21,263","21","2","1","542800","3","1","111.552594,24.411054","贺州市","451100"
"264","河池市","广西壮族自治区河池市","21,264","21","2","1","547000","3","1","108.069948,24.699521","河池市","451200"
"265","来宾市","广西壮族自治区来宾市","21,265","21","2","1","546100","3","1","109.231817,23.741166","来宾市","451300"
"266","崇左市","广西壮族自治区崇左市","21,266","21","2","1","532200","3","1","107.357322,22.415455","崇左市","451400"
"267","海口市","海南省海口市","22,267","22","2","1","570000","2","1","110.35,20.02","海口市","460100"
"268","三亚市","海南省三亚市","22,268","22","2","1","572000","2","1","109.511909,18.252847","三亚市","460200"
"270","成都市","四川省成都市","24,270","24","2","1","610000","2","1","104.06,30.67","成都市","510100"
"271","自贡市","四川省自贡市","24,271","24","2","1","643000","2","1","104.778442,29.33903","自贡市","510300"
"272","攀枝花市","四川省攀枝花市","24,272","24","2","1","617000","2","1","101.718637,26.582347","攀枝花市","510400"
